Algorithm,Instance,Run,Time.s,Accuracy
Standard,Inst25,22,182.9,0.922
Standard,Inst25,23,168.7,0.954
Standard,Inst25,24,166.1,0.902
Standard,Inst25,25,188.2,0.93
Standard,Inst25,26,136.4,0.858
Standard,Inst25,27,131.3,0.926
Standard,Inst25,28,188.8,0.9
Standard,Inst25,29,172.9,0.922
Standard,Inst25,30,170.3,0.91
Standard,Inst26,1,188.4,0.912
Standard,Inst26,2,171,0.891
Standard,Inst26,3,152.8,0.915
Standard,Inst26,4,163.7,0.893
Standard,Inst26,5,175.8,0.899
Standard,Inst26,6,149.6,0.908
Standard,Inst26,7,183.1,0.884
Standard,Inst26,8,177.2,0.891
Standard,Inst26,9,157.7,0.881
Standard,Inst26,10,151.4,0.925
Standard,Inst26,11,156.1,0.884
Standard,Inst26,12,188.3,0.893
Standard,Inst26,13,163.2,0.89
Standard,Inst26,14,175.1,0.923
Standard,Inst26,15,205.7,0.924
Standard,Inst26,16,180.5,0.897
Standard,Inst26,17,206.3,0.894
Standard,Inst26,18,173.4,0.868
Standard,Inst26,19,175.7,0.896
Standard,Inst26,20,170.8,0.872
Standard,Inst26,21,175.1,0.889
Standard,Inst26,22,171.3,0.903
Standard,Inst26,23,179.6,0.923
Standard,Inst26,24,157.2,0.914
Standard,Inst26,25,167.9,0.9
Standard,Inst26,26,159.2,0.893
Standard,Inst26,27,153,0.899
Standard,Inst26,28,177.1,0.891
Standard,Inst26,29,176.4,0.88
Standard,Inst26,30,174.3,0.911
Standard,Inst27,1,171.9,0.875
Standard,Inst27,2,197.8,0.842
Standard,Inst27,3,161.1,0.868
Standard,Inst27,4,153.1,0.831
Standard,Inst27,5,163.4,0.861
Standard,Inst27,6,164.9,0.856
Standard,Inst27,7,185.1,0.887
Standard,Inst27,8,164.4,0.846
Standard,Inst27,9,209.3,0.892
Standard,Inst27,10,165.7,0.862
Standard,Inst27,11,190.9,0.861
Standard,Inst27,12,170.1,0.885
Standard,Inst27,13,147.1,0.903
Standard,Inst27,14,190.9,0.86
Standard,Inst27,15,161.9,0.877
Standard,Inst27,16,144.7,0.885
Standard,Inst27,17,191.6,0.872
Standard,Inst27,18,185.9,0.862
Standard,Inst27,19,146.6,0.877
Standard,Inst27,20,156.1,0.878
Standard,Inst27,21,142.5,0.879
Standard,Inst27,22,165.2,0.883
Standard,Inst27,23,170.5,0.886
Standard,Inst27,24,158.1,0.844
Standard,Inst27,25,160.1,0.865
Standard,Inst27,26,195.8,0.883
Standard,Inst27,27,157.3,0.864
Standard,Inst27,28,132.3,0.886
Standard,Inst27,29,151.7,0.86
Standard,Inst27,30,164.9,0.895
Standard,Inst28,1,229.6,0.921
Standard,Inst28,2,190.1,0.937
Standard,Inst28,3,191.5,0.958
Standard,Inst28,4,183.5,0.911
Standard,Inst28,5,223.4,0.941
Standard,Inst28,6,204.9,0.92
Standard,Inst28,7,180.6,0.919
Standard,Inst28,8,251.3,0.91
Standard,Inst28,9,210,0.91
Standard,Inst28,10,200.7,0.907
Standard,Inst28,11,163.2,0.953
Standard,Inst28,12,199.6,0.94
Standard,Inst28,13,186.4,0.901
Standard,Inst28,14,208.3,0.915
Standard,Inst28,15,183.1,0.921
Standard,Inst28,16,230.7,0.926
Standard,Inst28,17,215.8,0.942
Standard,Inst28,18,198.1,0.956
Standard,Inst28,19,204.9,0.941
Standard,Inst28,20,200,0.929
Standard,Inst28,21,217,0.889
Standard,Inst28,22,196.7,0.92
Standard,Inst28,23,210.3,0.923
Standard,Inst28,24,188.4,0.947
Standard,Inst28,25,207.3,0.912
Standard,Inst28,26,211.7,0.893
Standard,Inst28,27,206.9,0.952
Standard,Inst28,28,184.5,0.974
Standard,Inst28,29,207.9,0.907
Standard,Inst28,30,181,0.913
Standard,Inst29,1,178.4,0.892
Standard,Inst29,2,199.2,0.936
Standard,Inst29,3,230.5,0.911
Standard,Inst29,4,200,0.917
Standard,Inst29,5,197.1,0.933
Standard,Inst29,6,206.8,0.899
Standard,Inst29,7,242.6,0.924
Standard,Inst29,8,179.6,0.895
Standard,Inst29,9,232.2,0.921
Standard,Inst29,10,237.1,0.88
Standard,Inst29,11,218.1,0.936
Standard,Inst29,12,263,0.911
Standard,Inst29,13,227.3,0.906
Standard,Inst29,14,238.2,0.919
Standard,Inst29,15,212.6,0.924
Standard,Inst29,16,235.2,0.924
Standard,Inst29,17,199.6,0.89
Standard,Inst29,18,207.4,0.931
Standard,Inst29,19,204.7,0.889
Standard,Inst29,20,220.5,0.901
Standard,Inst29,21,245.5,0.894
Standard,Inst29,22,255.9,0.94
Standard,Inst29,23,227.1,0.944
Standard,Inst29,24,173.2,0.901
Standard,Inst29,25,216.8,0.928
Standard,Inst29,26,235.4,0.895
Standard,Inst29,27,232.2,0.945
Standard,Inst29,28,203.1,0.922
Standard,Inst29,29,218.4,0.916
Standard,Inst29,30,205.2,0.924
Standard,Inst30,1,115.9,0.962
Standard,Inst30,2,105.2,0.938
Standard,Inst30,3,169,0.922
Standard,Inst30,4,130.5,0.897
Standard,Inst30,5,153.8,0.904
Standard,Inst30,6,125.6,0.935
Standard,Inst30,7,135.8,0.936
Standard,Inst30,8,148.8,0.921
Standard,Inst30,9,104.8,0.917
Standard,Inst30,10,93.9,0.933
Standard,Inst30,11,81.32,0.943
Standard,Inst30,12,147.5,0.903
Standard,Inst30,13,125.6,0.916
Standard,Inst30,14,141.4,0.908
Standard,Inst30,15,140.4,0.901
Standard,Inst30,16,156,0.924
Standard,Inst30,17,126,0.938
Standard,Inst30,18,131.8,0.899
Standard,Inst30,19,143.7,0.947
Standard,Inst30,20,140.5,0.935
Standard,Inst30,21,150.1,0.923
Standard,Inst30,22,97.7,0.908
Standard,Inst30,23,151.4,0.946
Standard,Inst30,24,164.4,0.933
Standard,Inst30,25,83.86,0.933
Standard,Inst30,26,144.2,0.964
Standard,Inst30,27,112.6,0.932
Standard,Inst30,28,187.3,0.898
Standard,Inst30,29,141.3,0.905
Standard,Inst30,30,127.5,0.928
Standard,Inst31,1,205.6,0.896
Standard,Inst31,2,197.7,0.866
Standard,Inst31,3,209.8,0.918
Standard,Inst31,4,174.5,0.863
Standard,Inst31,5,186.5,0.9
Standard,Inst31,6,165.3,0.908
Standard,Inst31,7,183.8,0.91
Standard,Inst31,8,242.3,0.959
Standard,Inst31,9,215.8,0.907
Standard,Inst31,10,187.7,0.911
Standard,Inst31,11,175.9,0.922
Standard,Inst31,12,171.8,0.932
Standard,Inst31,13,206,0.9
Standard,Inst31,14,163.7,0.925
Standard,Inst31,15,195.1,0.93
Standard,Inst31,16,167.3,0.922
Standard,Inst31,17,163.1,0.929
Standard,Inst31,18,171.7,0.926
Standard,Inst31,19,204.7,0.938
Standard,Inst31,20,213.5,0.873
Standard,Inst31,21,185,0.923
Standard,Inst31,22,207.8,0.938
Standard,Inst31,23,201.2,0.901
Standard,Inst31,24,200.6,0.912
Standard,Inst31,25,198.4,0.928
Standard,Inst31,26,207,0.925
Standard,Inst31,27,184.8,0.909
Standard,Inst31,28,164.2,0.934
Standard,Inst31,29,199.5,0.891
Standard,Inst31,30,206.9,0.901
Standard,Inst32,1,179.4,0.936
Standard,Inst32,2,186.8,0.924
Standard,Inst32,3,156,0.959
Standard,Inst32,4,165.6,0.935
Standard,Inst32,5,149.4,0.908
Standard,Inst32,6,210.3,0.946
Standard,Inst32,7,185.9,0.933
Standard,Inst32,8,205.1,0.944
Standard,Inst32,9,180.4,0.947
Standard,Inst32,10,193.8,0.931
Standard,Inst32,11,188.4,0.931
Standard,Inst32,12,208.9,0.953
Standard,Inst32,13,194.6,0.907
Standard,Inst32,14,163.7,0.922
Standard,Inst32,15,170.2,0.976
Standard,Inst32,16,212.8,0.94
Standard,Inst32,17,231.1,0.955
Standard,Inst32,18,181.5,0.898
Standard,Inst32,19,194.6,0.961
Standard,Inst32,20,207.4,0.903
Standard,Inst32,21,152.4,0.93
Standard,Inst32,22,177.3,0.948
Standard,Inst32,23,175.2,0.923
Standard,Inst32,24,185.5,0.943
Standard,Inst32,25,185.8,0.924
Standard,Inst32,26,181.9,0.943
Standard,Inst32,27,181.9,0.932
Standard,Inst32,28,179.6,0.942
Standard,Inst32,29,222.9,0.961
Standard,Inst32,30,217.9,0.966
Standard,Inst33,1,149.2,0.896
Standard,Inst33,2,167.6,0.914
Standard,Inst33,3,148,0.909
Standard,Inst33,4,143.3,0.932
Standard,Inst33,5,115.6,0.945
Standard,Inst33,6,101.8,0.927
Standard,Inst33,7,177.8,0.903
Standard,Inst33,8,116.1,0.913
Standard,Inst33,9,133.1,0.923
Standard,Inst33,10,140.6,0.92
Standard,Inst33,11,144.9,0.936
Standard,Inst33,12,116.6,0.894
Standard,Inst33,13,135.5,0.869
Standard,Inst33,14,162.2,0.913
Standard,Inst33,15,157.6,0.915
Standard,Inst33,16,148.5,0.88
Standard,Inst33,17,143.1,0.894
Standard,Inst33,18,127.4,0.929
Standard,Inst33,19,163.9,0.956
Standard,Inst33,20,125,0.923
Standard,Inst33,21,143.3,0.918
Standard,Inst33,22,131.6,0.929
Standard,Inst33,23,170.5,0.922
Standard,Inst33,24,154.8,0.924
Standard,Inst33,25,131.4,0.923
Standard,Inst33,26,133.3,0.897
Standard,Inst33,27,139.1,0.905
Standard,Inst33,28,163.7,0.902
Standard,Inst33,29,157.3,0.908
Standard,Inst33,30,130.6,0.894
Proposed,Inst1,1,100.5,0.898
Proposed,Inst1,2,90.61,0.882
Proposed,Inst1,3,138.1,0.868
Proposed,Inst1,4,134.7,0.893
Proposed,Inst1,5,98.76,0.892
Proposed,Inst1,6,106.5,0.918
Proposed,Inst1,7,88.95,0.875
Proposed,Inst1,8,88.5,0.894
Proposed,Inst1,9,29.2,0.876
Proposed,Inst1,10,88.85,0.869
Proposed,Inst1,11,63.27,0.896
Proposed,Inst1,12,56.25,0.87
Proposed,Inst1,13,102.1,0.881
Proposed,Inst1,14,101.6,0.912
Proposed,Inst1,15,46.48,0.866
Proposed,Inst1,16,88.69,0.877
Proposed,Inst1,17,55.12,0.902
Proposed,Inst1,18,97.41,0.911
Proposed,Inst1,19,72.29,0.892
Proposed,Inst1,20,92.06,0.864
Proposed,Inst1,21,92.08,0.876
Proposed,Inst1,22,110.1,0.894
Proposed,Inst1,23,94.85,0.925
Proposed,Inst1,24,41.68,0.894
Proposed,Inst1,25,119.2,0.903
Proposed,Inst1,26,79.13,0.88
Proposed,Inst1,27,106,0.84
Proposed,Inst1,28,92.96,0.903
Proposed,Inst1,29,88.33,0.898
Proposed,Inst1,30,71.21,0.88
Proposed,Inst2,1,104.4,0.872
Proposed,Inst2,2,128,0.866
Proposed,Inst2,3,99.6,0.867
Proposed,Inst2,4,133.1,0.85
Proposed,Inst2,5,101.1,0.827
Proposed,Inst2,6,86.16,0.873
Proposed,Inst2,7,105.8,0.887
Proposed,Inst2,8,128.7,0.888
Proposed,Inst2,9,117.9,0.867
Proposed,Inst2,10,109.1,0.871
Proposed,Inst2,11,148.4,0.847
Proposed,Inst2,12,144.6,0.846
Proposed,Inst2,13,150.4,0.87
Proposed,Inst2,14,96.25,0.847
Proposed,Inst2,15,147.9,0.861
Proposed,Inst2,16,131.8,0.858
Proposed,Inst2,17,140.5,0.847
Proposed,Inst2,18,106.6,0.838
Proposed,Inst2,19,133.4,0.811
Proposed,Inst2,20,98.46,0.861
Proposed,Inst2,21,132.4,0.826
Proposed,Inst2,22,89.64,0.868
Proposed,Inst2,23,92.31,0.846
Proposed,Inst2,24,109.7,0.869
Proposed,Inst2,25,90.77,0.872
Proposed,Inst2,26,147.8,0.853
Proposed,Inst2,27,156,0.837
Proposed,Inst2,28,151.3,0.86
Proposed,Inst2,29,121.2,0.858
Proposed,Inst2,30,100.1,0.858
Proposed,Inst3,1,117.3,0.877
Proposed,Inst3,2,117.3,0.865
Proposed,Inst3,3,56.3,0.862
Proposed,Inst3,4,87.7,0.84
Proposed,Inst3,5,99.28,0.847
Proposed,Inst3,6,121.6,0.845
Proposed,Inst3,7,79.33,0.829
Proposed,Inst3,8,114.5,0.852
Proposed,Inst3,9,61.53,0.866
Proposed,Inst3,10,83.77,0.848
Proposed,Inst3,11,67.98,0.832
Proposed,Inst3,12,114.2,0.78
Proposed,Inst3,13,76.02,0.847
Proposed,Inst3,14,65.12,0.841
Proposed,Inst3,15,113.8,0.841
Proposed,Inst3,16,99.39,0.862
Proposed,Inst3,17,70.21,0.856
Proposed,Inst3,18,69,0.859
Proposed,Inst3,19,12.7,0.877
Proposed,Inst3,20,95.79,0.877
Proposed,Inst3,21,128,0.854
Proposed,Inst3,22,78.75,0.878
Proposed,Inst3,23,35.63,0.824
Proposed,Inst3,24,28.51,0.808
Proposed,Inst3,25,89.17,0.871
Proposed,Inst3,26,98.29,0.847
Proposed,Inst3,27,60.7,0.838
Proposed,Inst3,28,119.1,0.88
Proposed,Inst3,29,111.9,0.891
Proposed,Inst3,30,18.33,0.849
Proposed,Inst4,1,99.68,0.862
Proposed,Inst4,2,156.2,0.846
Proposed,Inst4,3,77.97,0.904
Proposed,Inst4,4,86.28,0.85
Proposed,Inst4,5,96.62,0.807
Proposed,Inst4,6,82.49,0.853
Proposed,Inst4,7,81.39,0.887
Proposed,Inst4,8,84.94,0.846
Proposed,Inst4,9,154.3,0.847
Proposed,Inst4,10,104.3,0.895
Proposed,Inst4,11,100.2,0.857
Proposed,Inst4,12,140.2,0.867
Proposed,Inst4,13,182.2,0.867
Proposed,Inst4,14,116.7,0.848
Proposed,Inst4,15,61.66,0.862
Proposed,Inst4,16,100.1,0.849
Proposed,Inst4,17,85.7,0.865
Proposed,Inst4,18,104.8,0.843
Proposed,Inst4,19,121,0.877
Proposed,Inst4,20,154.3,0.874
Proposed,Inst4,21,46.49,0.853
Proposed,Inst4,22,104.6,0.852
Proposed,Inst4,23,81.7,0.835
Proposed,Inst4,24,120.6,0.858
Proposed,Inst4,25,118.2,0.86
Proposed,Inst4,26,113.5,0.819
Proposed,Inst4,27,105.8,0.856
Proposed,Inst4,28,138.1,0.87
Proposed,Inst4,29,159.5,0.86
Proposed,Inst4,30,49.4,0.897
Proposed,Inst5,1,113.7,0.848
Proposed,Inst5,2,98.57,0.888
Proposed,Inst5,3,62.72,0.857
Proposed,Inst5,4,87.27,0.867
Proposed,Inst5,5,157.6,0.861
Proposed,Inst5,6,85.17,0.884
Proposed,Inst5,7,45.99,0.869
Proposed,Inst5,8,79.64,0.853
Proposed,Inst5,9,111.2,0.855
Proposed,Inst5,10,57.9,0.841
Proposed,Inst5,11,64.82,0.863
Proposed,Inst5,12,66.78,0.859
Proposed,Inst5,13,90.06,0.859
Proposed,Inst5,14,58.51,0.863
Proposed,Inst5,15,25.53,0.881
Proposed,Inst5,16,58.72,0.849
Proposed,Inst5,17,83.65,0.862
Proposed,Inst5,18,134.9,0.828
Proposed,Inst5,19,91.3,0.85
Proposed,Inst5,20,68.6,0.843
Proposed,Inst5,21,80.01,0.867
Proposed,Inst5,22,36.49,0.859
Proposed,Inst5,23,76.58,0.893
Proposed,Inst5,24,78.05,0.849
Proposed,Inst5,25,55.35,0.851
Proposed,Inst5,26,70.84,0.862
Proposed,Inst5,27,43.99,0.863
Proposed,Inst5,28,65.89,0.856
Proposed,Inst5,29,108.1,0.874
Proposed,Inst5,30,75.98,0.849
Proposed,Inst6,1,58.13,0.859
Proposed,Inst6,2,130.8,0.894
Proposed,Inst6,3,113.3,0.87
Proposed,Inst6,4,150.8,0.855
Proposed,Inst6,5,96.64,0.868
Proposed,Inst6,6,70.9,0.851
Proposed,Inst6,7,89.59,0.866
Proposed,Inst6,8,89.34,0.853
Proposed,Inst6,9,123.1,0.887
Proposed,Inst6,10,33.73,0.846
Proposed,Inst6,11,76.12,0.865
Proposed,Inst6,12,128.2,0.851
Proposed,Inst6,13,146,0.859
Proposed,Inst6,14,113.7,0.851
Proposed,Inst6,15,115.8,0.873
Proposed,Inst6,16,173.3,0.883
Proposed,Inst6,17,137.1,0.851
Proposed,Inst6,18,142.7,0.866
Proposed,Inst6,19,121.8,0.842
Proposed,Inst6,20,112.9,0.914
Proposed,Inst6,21,119.8,0.829
Proposed,Inst6,22,139.1,0.905
Proposed,Inst6,23,121.8,0.901
Proposed,Inst6,24,114.5,0.884
Proposed,Inst6,25,149.5,0.869
Proposed,Inst6,26,86.28,0.875
Proposed,Inst6,27,115.2,0.875
Proposed,Inst6,28,151.6,0.846
Proposed,Inst6,29,97.49,0.875
Proposed,Inst6,30,76.85,0.838
Proposed,Inst7,1,29.19,0.808
Proposed,Inst7,2,66.91,0.843
Proposed,Inst7,3,68.8,0.855
Proposed,Inst7,4,14.59,0.841
Proposed,Inst7,5,39.81,0.849
Proposed,Inst7,6,99.75,0.825
Proposed,Inst7,7,58.12,0.833
Proposed,Inst7,8,71.11,0.835
Proposed,Inst7,9,100.5,0.823
Proposed,Inst7,10,130.3,0.825
Proposed,Inst7,11,101.6,0.865
Proposed,Inst7,12,112.9,0.819
Proposed,Inst7,13,78.88,0.861
Proposed,Inst7,14,97.32,0.837
Proposed,Inst7,15,112.8,0.817
Proposed,Inst7,16,139,0.862
Proposed,Inst7,17,99.8,0.82
Proposed,Inst7,18,51.53,0.854
Proposed,Inst7,19,93.37,0.847
Proposed,Inst7,20,96.03,0.835
Proposed,Inst7,21,101.1,0.84
Proposed,Inst7,22,103.1,0.85
Proposed,Inst7,23,88.76,0.85
Proposed,Inst7,24,140.1,0.834
Proposed,Inst7,25,121.3,0.821
Proposed,Inst7,26,118.6,0.847
Proposed,Inst7,27,115.3,0.835
Proposed,Inst7,28,71.08,0.843
Proposed,Inst7,29,114,0.822
Proposed,Inst7,30,96.76,0.819
Proposed,Inst8,1,44.51,0.898
Proposed,Inst8,2,87.37,0.879
Proposed,Inst8,3,144.2,0.925
Proposed,Inst8,4,107.3,0.88
Proposed,Inst8,5,111.3,0.883
Proposed,Inst8,6,104.4,0.92
Proposed,Inst8,7,76.01,0.904
Proposed,Inst8,8,118.6,0.882
Proposed,Inst8,9,119.7,0.909
Proposed,Inst8,10,98.31,0.923
Proposed,Inst8,11,101.7,0.928
Proposed,Inst8,12,76.08,0.897
Proposed,Inst8,13,109.2,0.892
Proposed,Inst8,14,46.93,0.898
Proposed,Inst8,15,72.15,0.898
Proposed,Inst8,16,90.25,0.908
Proposed,Inst8,17,87.16,0.878
Proposed,Inst8,18,85.25,0.854
Proposed,Inst8,19,49.82,0.935
Proposed,Inst8,20,102.9,0.894
Proposed,Inst8,21,46.98,0.901
Proposed,Inst8,22,15.25,0.839
Proposed,Inst8,23,99.34,0.873
Proposed,Inst8,24,92.27,0.885
Proposed,Inst8,25,75.04,0.89
Proposed,Inst8,26,55.16,0.91
Proposed,Inst8,27,82.99,0.891
Proposed,Inst8,28,66.19,0.909
Proposed,Inst8,29,47.89,0.854
Proposed,Inst8,30,87.9,0.867
Proposed,Inst9,1,71.11,0.82
Proposed,Inst9,2,105.1,0.844
Proposed,Inst9,3,91.35,0.855
Proposed,Inst9,4,94.19,0.815
Proposed,Inst9,5,95.13,0.811
Proposed,Inst9,6,21.22,0.841
Proposed,Inst9,7,23.43,0.851
Proposed,Inst9,8,138.3,0.854
Proposed,Inst9,9,111.2,0.806
Proposed,Inst9,10,39.23,0.829
Proposed,Inst9,11,64.98,0.827
Proposed,Inst9,12,54.41,0.817
Proposed,Inst9,13,34.8,0.829
Proposed,Inst9,14,117.2,0.84
Proposed,Inst9,15,125.7,0.862
Proposed,Inst9,16,27.04,0.849
Proposed,Inst9,17,63.7,0.826
Proposed,Inst9,18,86.59,0.818
Proposed,Inst9,19,67.59,0.814
Proposed,Inst9,20,115.8,0.835
Proposed,Inst9,21,69.71,0.821
Proposed,Inst9,22,66.78,0.831
Proposed,Inst9,23,117.8,0.828
Proposed,Inst9,24,31.52,0.852
Proposed,Inst9,25,42.84,0.877
Proposed,Inst9,26,81.59,0.82
Proposed,Inst9,27,146.8,0.847
Proposed,Inst9,28,87.13,0.843
Proposed,Inst9,29,56.73,0.817
Proposed,Inst9,30,106.4,0.838
Proposed,Inst10,1,73.26,0.905
Proposed,Inst10,2,76.89,0.889
Proposed,Inst10,3,67.13,0.942
Proposed,Inst10,4,93.65,0.851
Proposed,Inst10,5,97.24,0.884
Proposed,Inst10,6,60.05,0.903
Proposed,Inst10,7,86.42,0.88
Proposed,Inst10,8,66.38,0.916
Proposed,Inst10,9,111.2,0.89
Proposed,Inst10,10,155.5,0.905
Proposed,Inst10,11,96.45,0.914
Proposed,Inst10,12,76.7,0.888
Proposed,Inst10,13,60.28,0.914
Proposed,Inst10,14,63.22,0.9
Proposed,Inst10,15,59.21,0.909
Proposed,Inst10,16,78.1,0.909
Proposed,Inst10,17,40.57,0.866
Proposed,Inst10,18,71.66,0.851
Proposed,Inst10,19,112,0.872
Proposed,Inst10,20,131.6,0.907
Proposed,Inst10,21,49.92,0.888
Proposed,Inst10,22,91.68,0.877
Proposed,Inst10,23,111.1,0.878
Proposed,Inst10,24,56.36,0.944
Proposed,Inst10,25,62.45,0.909
Proposed,Inst10,26,105.9,0.897
Proposed,Inst10,27,93.19,0.912
Proposed,Inst10,28,140.9,0.862
Proposed,Inst10,29,72.73,0.887
Proposed,Inst10,30,23.06,0.895
Proposed,Inst11,1,92.68,0.886
Proposed,Inst11,2,98.12,0.873
Proposed,Inst11,3,110.7,0.869
Proposed,Inst11,4,161.3,0.892
Proposed,Inst11,5,111.5,0.885
Proposed,Inst11,6,128.9,0.824
Proposed,Inst11,7,89.04,0.864
Proposed,Inst11,8,120.4,0.875
Proposed,Inst11,9,120.1,0.865
Proposed,Inst11,10,189.6,0.894
Proposed,Inst11,11,108.9,0.846
Proposed,Inst11,12,139.5,0.876
Proposed,Inst11,13,102.4,0.889
Proposed,Inst11,14,96.88,0.89
Proposed,Inst11,15,123.3,0.856
Proposed,Inst11,16,125.7,0.883
Proposed,Inst11,17,134.8,0.866
Proposed,Inst11,18,145.1,0.885
Proposed,Inst11,19,130.3,0.866
Proposed,Inst11,20,116.6,0.86
Proposed,Inst11,21,133.8,0.889
Proposed,Inst11,22,194.2,0.832
Proposed,Inst11,23,99.14,0.903
Proposed,Inst11,24,86.25,0.85
Proposed,Inst11,25,176.6,0.882
Proposed,Inst11,26,121.6,0.904
Proposed,Inst11,27,132.8,0.878
Proposed,Inst11,28,120.6,0.849
Proposed,Inst11,29,125,0.887
Proposed,Inst11,30,79.45,0.886
Proposed,Inst12,1,99.12,0.862
Proposed,Inst12,2,129.5,0.835
Proposed,Inst12,3,96.59,0.824
Proposed,Inst12,4,141.3,0.829
Proposed,Inst12,5,160.9,0.872
Proposed,Inst12,6,97.45,0.838
Proposed,Inst12,7,152.5,0.831
Proposed,Inst12,8,125.6,0.855
Proposed,Inst12,9,146.5,0.85
Proposed,Inst12,10,160.8,0.819
Proposed,Inst12,11,109.3,0.851
Proposed,Inst12,12,87.64,0.801
Proposed,Inst12,13,132.1,0.846
Proposed,Inst12,14,115.5,0.845
Proposed,Inst12,15,110.5,0.875
Proposed,Inst12,16,127.2,0.819
Proposed,Inst12,17,140.3,0.835
Proposed,Inst12,18,143.8,0.838
Proposed,Inst12,19,84.73,0.826
Proposed,Inst12,20,152.8,0.899
Proposed,Inst12,21,95.41,0.81
Proposed,Inst12,22,124.7,0.84
Proposed,Inst12,23,84.65,0.834
Proposed,Inst12,24,120.7,0.87
Proposed,Inst12,25,81.92,0.869
Proposed,Inst12,26,115.3,0.841
Proposed,Inst12,27,139,0.8
Proposed,Inst12,28,141.5,0.873
Proposed,Inst12,29,120.9,0.851
Proposed,Inst12,30,87.89,0.839
Proposed,Inst13,1,53.1,0.834
Proposed,Inst13,2,112.8,0.807
Proposed,Inst13,3,69.48,0.831
Proposed,Inst13,4,72.03,0.804
Proposed,Inst13,5,86.3,0.829
Proposed,Inst13,6,29.37,0.792
Proposed,Inst13,7,121.3,0.828
Proposed,Inst13,8,51.8,0.825
Proposed,Inst13,9,66.75,0.814
Proposed,Inst13,10,27.59,0.813
Proposed,Inst13,11,42.6,0.81
Proposed,Inst13,12,54.93,0.821
Proposed,Inst13,13,85.39,0.792
Proposed,Inst13,14,67.89,0.824
Proposed,Inst13,15,101,0.835
Proposed,Inst13,16,47.2,0.845
Proposed,Inst13,17,33.06,0.815
Proposed,Inst13,18,68.53,0.845
Proposed,Inst13,19,57.15,0.852
Proposed,Inst13,20,61.96,0.849
Proposed,Inst13,21,32.18,0.799
Proposed,Inst13,22,41.59,0.819
Proposed,Inst13,23,28.18,0.821
Proposed,Inst13,24,52.45,0.814
Proposed,Inst13,25,103,0.835
Proposed,Inst13,26,52.17,0.805
Proposed,Inst13,27,65.55,0.813
Proposed,Inst13,28,93.29,0.822
Proposed,Inst13,29,-15.06,0.819
Proposed,Inst13,30,70.17,0.82
Proposed,Inst14,1,87.17,0.838
Proposed,Inst14,2,115.4,0.869
Proposed,Inst14,3,143.6,0.892
Proposed,Inst14,4,87.82,0.868
Proposed,Inst14,5,145.9,0.867
Proposed,Inst14,6,23.03,0.884
Proposed,Inst14,7,120.1,0.836
Proposed,Inst14,8,139.7,0.871
Proposed,Inst14,9,95.76,0.87
Proposed,Inst14,10,85,0.845
Proposed,Inst14,11,122.3,0.894
Proposed,Inst14,12,61.86,0.87
Proposed,Inst14,13,123.1,0.876
Proposed,Inst14,14,40.1,0.837
Proposed,Inst14,15,115.5,0.851
Proposed,Inst14,16,92.99,0.865
Proposed,Inst14,17,139.6,0.805
Proposed,Inst14,18,103.5,0.87
Proposed,Inst14,19,99.95,0.83
Proposed,Inst14,20,98.26,0.862
Proposed,Inst14,21,59.82,0.926
Proposed,Inst14,22,116.9,0.893
Proposed,Inst14,23,106.4,0.84
Proposed,Inst14,24,100.4,0.837
Proposed,Inst14,25,80.65,0.857
Proposed,Inst14,26,81.15,0.894
Proposed,Inst14,27,100.9,0.851
Proposed,Inst14,28,102.9,0.872
Proposed,Inst14,29,109.2,0.894
Proposed,Inst14,30,77.79,0.89
Proposed,Inst15,1,89.2,0.873
Proposed,Inst15,2,85.89,0.888
Proposed,Inst15,3,122.8,0.877
Proposed,Inst15,4,116.5,0.87
Proposed,Inst15,5,172.3,0.879
Proposed,Inst15,6,91.32,0.886
Proposed,Inst15,7,114.6,0.88
Proposed,Inst15,8,143.3,0.844
Proposed,Inst15,9,127.7,0.866
Proposed,Inst15,10,80.16,0.872
Proposed,Inst15,11,136.8,0.881
Proposed,Inst15,12,118.1,0.869
Proposed,Inst15,13,65.36,0.876
Proposed,Inst15,14,153.7,0.87
Proposed,Inst15,15,138.1,0.891
Proposed,Inst15,16,165.4,0.927
Proposed,Inst15,17,77.84,0.875
Proposed,Inst15,18,107.7,0.841
Proposed,Inst15,19,132.1,0.887
Proposed,Inst15,20,136.8,0.901
Proposed,Inst15,21,93.23,0.902
Proposed,Inst15,22,131.1,0.882
Proposed,Inst15,23,131.2,0.896
Proposed,Inst15,24,79.37,0.877
Proposed,Inst15,25,99.62,0.867
Proposed,Inst15,26,138.1,0.895
Proposed,Inst15,27,97.88,0.885
Proposed,Inst15,28,111.8,0.864
Proposed,Inst15,29,84.6,0.9
Proposed,Inst15,30,154.1,0.857
Proposed,Inst16,1,99.17,0.851
Proposed,Inst16,2,94.59,0.857
Proposed,Inst16,3,110.4,0.826
Proposed,Inst16,4,108.2,0.895
Proposed,Inst16,5,121.7,0.846
Proposed,Inst16,6,95.19,0.824
Proposed,Inst16,7,98.62,0.838
Proposed,Inst16,8,66.17,0.837
Proposed,Inst16,9,192.2,0.861
Proposed,Inst16,10,102,0.849
Proposed,Inst16,11,65.95,0.858
Proposed,Inst16,12,161.5,0.868
Proposed,Inst16,13,153.7,0.861
Proposed,Inst16,14,84.5,0.881
Proposed,Inst16,15,131.7,0.855
