Algorithm,Instance,Run,Time.s,Accuracy
Standard,Inst382,13,187.1,0.885
Standard,Inst382,14,223,0.89
Standard,Inst382,15,175.6,0.863
Standard,Inst382,16,204.5,0.865
Standard,Inst382,17,160,0.897
Standard,Inst382,18,183.4,0.873
Standard,Inst382,19,197.6,0.888
Standard,Inst382,20,163.6,0.882
Standard,Inst382,21,207.1,0.874
Standard,Inst382,22,163.7,0.894
Standard,Inst382,23,163.7,0.928
Standard,Inst382,24,178.6,0.902
Standard,Inst382,25,174.1,0.861
Standard,Inst382,26,190.5,0.904
Standard,Inst382,27,214.7,0.909
Standard,Inst382,28,185.6,0.905
Standard,Inst382,29,181.5,0.879
Standard,Inst382,30,168.5,0.902
Standard,Inst383,1,147.8,0.894
Standard,Inst383,2,153.8,0.872
Standard,Inst383,3,123.4,0.916
Standard,Inst383,4,102.1,0.854
Standard,Inst383,5,148.8,0.879
Standard,Inst383,6,118.9,0.9
Standard,Inst383,7,120.6,0.882
Standard,Inst383,8,121.1,0.888
Standard,Inst383,9,142.5,0.897
Standard,Inst383,10,92.47,0.876
Standard,Inst383,11,74.4,0.899
Standard,Inst383,12,141,0.88
Standard,Inst383,13,140.9,0.891
Standard,Inst383,14,134.5,0.925
Standard,Inst383,15,123.3,0.87
Standard,Inst383,16,112.8,0.912
Standard,Inst383,17,162.5,0.907
Standard,Inst383,18,159.6,0.901
Standard,Inst383,19,141.7,0.918
Standard,Inst383,20,122.4,0.914
Standard,Inst383,21,129.4,0.882
Standard,Inst383,22,101.3,0.887
Standard,Inst383,23,152.8,0.899
Standard,Inst383,24,151.4,0.894
Standard,Inst383,25,118.8,0.912
Standard,Inst383,26,136.1,0.862
Standard,Inst383,27,102.2,0.892
Standard,Inst383,28,157.4,0.913
Standard,Inst383,29,119.3,0.921
Standard,Inst383,30,101.5,0.875
Standard,Inst384,1,186.7,0.86
Standard,Inst384,2,175.9,0.885
Standard,Inst384,3,154.1,0.885
Standard,Inst384,4,149.4,0.892
Standard,Inst384,5,172.7,0.914
Standard,Inst384,6,192.3,0.915
Standard,Inst384,7,157.8,0.866
Standard,Inst384,8,158.5,0.895
Standard,Inst384,9,166.4,0.891
Standard,Inst384,10,156.9,0.905
Standard,Inst384,11,167.2,0.91
Standard,Inst384,12,177.7,0.868
Standard,Inst384,13,174,0.886
Standard,Inst384,14,182.1,0.881
Standard,Inst384,15,177.8,0.893
Standard,Inst384,16,151.3,0.876
Standard,Inst384,17,165.8,0.91
Standard,Inst384,18,149.6,0.885
Standard,Inst384,19,150.2,0.914
Standard,Inst384,20,153.4,0.9
Standard,Inst384,21,205.1,0.867
Standard,Inst384,22,184.5,0.919
Standard,Inst384,23,183.7,0.919
Standard,Inst384,24,166.2,0.894
Standard,Inst384,25,193.3,0.938
Standard,Inst384,26,164.1,0.879
Standard,Inst384,27,178.4,0.891
Standard,Inst384,28,204.8,0.904
Standard,Inst384,29,171.4,0.881
Standard,Inst384,30,158.8,0.902
Standard,Inst385,1,188.9,0.899
Standard,Inst385,2,163.8,0.915
Standard,Inst385,3,230.6,0.892
Standard,Inst385,4,162,0.865
Standard,Inst385,5,191.4,0.884
Standard,Inst385,6,166.3,0.915
Standard,Inst385,7,199.4,0.897
Standard,Inst385,8,189.9,0.954
Standard,Inst385,9,158.5,0.925
Standard,Inst385,10,160.5,0.92
Standard,Inst385,11,163.7,0.915
Standard,Inst385,12,134.8,0.878
Standard,Inst385,13,170.2,0.891
Standard,Inst385,14,185.9,0.922
Standard,Inst385,15,142.2,0.928
Standard,Inst385,16,169,0.913
Standard,Inst385,17,158.3,0.924
Standard,Inst385,18,121,0.899
Standard,Inst385,19,170.1,0.922
Standard,Inst385,20,182.3,0.904
Standard,Inst385,21,200.2,0.909
Standard,Inst385,22,204.4,0.905
Standard,Inst385,23,177,0.935
Standard,Inst385,24,174.6,0.941
Standard,Inst385,25,218.8,0.912
Standard,Inst385,26,183.4,0.89
Standard,Inst385,27,163.9,0.906
Standard,Inst385,28,183.8,0.894
Standard,Inst385,29,176.9,0.919
Standard,Inst385,30,210.1,0.888
Standard,Inst386,1,196.8,0.915
Standard,Inst386,2,176.1,0.936
Standard,Inst386,3,207.7,0.944
Standard,Inst386,4,186.4,0.913
Standard,Inst386,5,176.2,0.899
Standard,Inst386,6,165.6,0.931
Standard,Inst386,7,178.9,0.943
Standard,Inst386,8,153.8,0.968
Standard,Inst386,9,174.2,0.926
Standard,Inst386,10,198.6,0.938
Standard,Inst386,11,223.7,0.93
Standard,Inst386,12,180.6,0.915
Standard,Inst386,13,189.4,0.933
Standard,Inst386,14,223,0.973
Standard,Inst386,15,194.6,0.961
Standard,Inst386,16,182.8,0.927
Standard,Inst386,17,154.6,0.923
Standard,Inst386,18,188.5,0.934
Standard,Inst386,19,195.5,0.911
Standard,Inst386,20,164.3,0.9
Standard,Inst386,21,178.2,0.931
Standard,Inst386,22,154.6,0.885
Standard,Inst386,23,205.7,0.933
Standard,Inst386,24,166.4,0.956
Standard,Inst386,25,187,0.957
Standard,Inst386,26,159.6,0.96
Standard,Inst386,27,174.3,0.919
Standard,Inst386,28,182.6,0.928
Standard,Inst386,29,160.8,0.932
Standard,Inst386,30,184,0.953
Standard,Inst387,1,218,0.911
Standard,Inst387,2,206.9,0.945
Standard,Inst387,3,210.5,0.931
Standard,Inst387,4,211.8,0.931
Standard,Inst387,5,242,0.932
Standard,Inst387,6,237.4,0.921
Standard,Inst387,7,239.2,0.931
Standard,Inst387,8,250.4,0.941
Standard,Inst387,9,260.7,0.914
Standard,Inst387,10,244.9,0.903
Standard,Inst387,11,206.2,0.898
Standard,Inst387,12,235.5,0.931
Standard,Inst387,13,198.5,0.913
Standard,Inst387,14,230.9,0.917
Standard,Inst387,15,184.3,0.891
Standard,Inst387,16,208.8,0.917
Standard,Inst387,17,222.6,0.969
Standard,Inst387,18,196.4,0.908
Standard,Inst387,19,223.1,0.947
Standard,Inst387,20,214.3,0.95
Standard,Inst387,21,223.5,0.923
Standard,Inst387,22,238.6,0.941
Standard,Inst387,23,251.2,0.918
Standard,Inst387,24,213.2,0.899
Standard,Inst387,25,219.2,0.926
Standard,Inst387,26,219.4,0.91
Standard,Inst387,27,231.7,0.935
Standard,Inst387,28,216.5,0.928
Standard,Inst387,29,216.6,0.914
Standard,Inst387,30,196.6,0.958
Standard,Inst388,1,210.8,0.902
Standard,Inst388,2,215.2,0.882
Standard,Inst388,3,148.7,0.905
Standard,Inst388,4,198.3,0.876
Standard,Inst388,5,212.1,0.867
Standard,Inst388,6,211,0.905
Standard,Inst388,7,174.1,0.89
Standard,Inst388,8,181.4,0.9
Standard,Inst388,9,202.3,0.874
Standard,Inst388,10,164.3,0.882
Standard,Inst388,11,212.8,0.87
Standard,Inst388,12,237.6,0.891
Standard,Inst388,13,186.3,0.857
Standard,Inst388,14,198.2,0.88
Standard,Inst388,15,178.1,0.898
Standard,Inst388,16,202.4,0.875
Standard,Inst388,17,173.2,0.874
Standard,Inst388,18,171.7,0.848
Standard,Inst388,19,197.2,0.888
Standard,Inst388,20,198.1,0.815
Standard,Inst388,21,198,0.843
Standard,Inst388,22,175,0.873
Standard,Inst388,23,149,0.903
Standard,Inst388,24,210.5,0.885
Standard,Inst388,25,192.6,0.87
Standard,Inst388,26,193.6,0.883
Standard,Inst388,27,193.3,0.902
Standard,Inst388,28,192.6,0.855
Standard,Inst388,29,168.1,0.877
Standard,Inst388,30,201.3,0.906
Standard,Inst389,1,201.8,0.866
Standard,Inst389,2,192.8,0.868
Standard,Inst389,3,195.6,0.874
Standard,Inst389,4,174.5,0.895
Standard,Inst389,5,169.4,0.871
Standard,Inst389,6,233.3,0.884
Standard,Inst389,7,211.1,0.877
Standard,Inst389,8,168.5,0.896
Standard,Inst389,9,185.3,0.866
Standard,Inst389,10,172.4,0.898
Standard,Inst389,11,205.7,0.896
Standard,Inst389,12,190.2,0.909
Standard,Inst389,13,198.3,0.903
Standard,Inst389,14,205.7,0.884
Standard,Inst389,15,183.4,0.862
Standard,Inst389,16,189.4,0.879
Standard,Inst389,17,162.7,0.856
Standard,Inst389,18,170.4,0.851
Standard,Inst389,19,155.8,0.889
Standard,Inst389,20,211.4,0.889
Standard,Inst389,21,173.7,0.85
Standard,Inst389,22,123.1,0.882
Standard,Inst389,23,202.4,0.845
Standard,Inst389,24,165.2,0.888
Standard,Inst389,25,145.6,0.869
Standard,Inst389,26,164.7,0.875
Standard,Inst389,27,150.5,0.881
Standard,Inst389,28,206.8,0.869
Standard,Inst389,29,192.5,0.874
Standard,Inst389,30,199.1,0.864
Standard,Inst390,1,196.2,0.899
Standard,Inst390,2,183,0.958
Standard,Inst390,3,227.8,0.911
Standard,Inst390,4,180.7,0.882
Standard,Inst390,5,218.5,0.877
Standard,Inst390,6,244.7,0.947
Standard,Inst390,7,179.3,0.918
Standard,Inst390,8,154.4,0.905
Standard,Inst390,9,217.2,0.913
Standard,Inst390,10,225.1,0.931
Standard,Inst390,11,229.5,0.908
Standard,Inst390,12,188,0.905
Standard,Inst390,13,205.6,0.915
Standard,Inst390,14,195.5,0.923
Standard,Inst390,15,223.2,0.913
Standard,Inst390,16,213.8,0.89
Standard,Inst390,17,239.1,0.913
Standard,Inst390,18,204.7,0.907
Standard,Inst390,19,215.6,0.91
Standard,Inst390,20,181.1,0.916
Standard,Inst390,21,175.2,0.902
Standard,Inst390,22,175.4,0.871
Standard,Inst390,23,174,0.904
Standard,Inst390,24,209.3,0.907
Standard,Inst390,25,194.7,0.893
Standard,Inst390,26,174.3,0.911
Standard,Inst390,27,246.1,0.932
Standard,Inst390,28,221.4,0.897
Standard,Inst390,29,179.9,0.88
Standard,Inst390,30,211.3,0.933
Standard,Inst391,1,194.1,0.851
Standard,Inst391,2,160,0.885
Standard,Inst391,3,188.9,0.917
Standard,Inst391,4,178.9,0.875
Standard,Inst391,5,143.3,0.892
Standard,Inst391,6,138.4,0.878
Standard,Inst391,7,118.9,0.887
Standard,Inst391,8,173.8,0.901
Standard,Inst391,9,181.9,0.894
Standard,Inst391,10,163.8,0.889
Standard,Inst391,11,160.9,0.905
Standard,Inst391,12,138.4,0.895
Standard,Inst391,13,196.6,0.886
Standard,Inst391,14,164.1,0.915
Standard,Inst391,15,147.7,0.889
Standard,Inst391,16,178.8,0.893
Standard,Inst391,17,135.1,0.936
Standard,Inst391,18,182.2,0.874
Standard,Inst391,19,178.6,0.91
Standard,Inst391,20,151,0.876
Standard,Inst391,21,183.7,0.905
Standard,Inst391,22,155,0.88
Standard,Inst391,23,159.9,0.866
Standard,Inst391,24,179.4,0.925
Standard,Inst391,25,174,0.883
Standard,Inst391,26,142.5,0.909
Standard,Inst391,27,205.5,0.899
Standard,Inst391,28,153.2,0.895
Standard,Inst391,29,156.6,0.908
Standard,Inst391,30,138.9,0.903
Standard,Inst392,1,260.5,0.9
Standard,Inst392,2,207.7,0.875
Standard,Inst392,3,255.2,0.89
Standard,Inst392,4,222.9,0.924
Standard,Inst392,5,214.4,0.896
Standard,Inst392,6,205.6,0.912
Standard,Inst392,7,231,0.911
Standard,Inst392,8,208.2,0.891
Standard,Inst392,9,199.9,0.904
Standard,Inst392,10,247.6,0.922
Standard,Inst392,11,197.7,0.91
Standard,Inst392,12,186.3,0.928
Standard,Inst392,13,202.8,0.891
Standard,Inst392,14,236.7,0.897
Standard,Inst392,15,200.4,0.836
Standard,Inst392,16,189.9,0.882
Standard,Inst392,17,259.3,0.937
Standard,Inst392,18,231.6,0.922
Standard,Inst392,19,205.3,0.878
Standard,Inst392,20,188.3,0.894
Standard,Inst392,21,202.2,0.904
Standard,Inst392,22,200.8,0.907
Standard,Inst392,23,192.8,0.915
Standard,Inst392,24,215,0.864
Standard,Inst392,25,211.9,0.878
Standard,Inst392,26,235.2,0.955
Standard,Inst392,27,266.9,0.89
Standard,Inst392,28,188.6,0.887
Standard,Inst392,29,251.7,0.853
Standard,Inst392,30,238,0.913
Standard,Inst393,1,182.9,0.904
Standard,Inst393,2,201.4,0.888
Standard,Inst393,3,166.5,0.909
Standard,Inst393,4,195.7,0.903
Standard,Inst393,5,197.9,0.874
Standard,Inst393,6,209.8,0.903
Standard,Inst393,7,185.7,0.906
Standard,Inst393,8,202.7,0.905
Standard,Inst393,9,203.7,0.911
Standard,Inst393,10,226.4,0.896
Standard,Inst393,11,201.3,0.907
Standard,Inst393,12,179.3,0.913
Standard,Inst393,13,183.9,0.896
Standard,Inst393,14,181.1,0.897
Standard,Inst393,15,210.1,0.868
Standard,Inst393,16,209.9,0.844
Standard,Inst393,17,170.8,0.859
Standard,Inst393,18,210,0.876
Standard,Inst393,19,228.7,0.885
Standard,Inst393,20,158.2,0.867
Standard,Inst393,21,166.9,0.867
Standard,Inst393,22,218.3,0.881
Standard,Inst393,23,206.3,0.916
Standard,Inst393,24,199.4,0.886
Standard,Inst393,25,180,0.865
Standard,Inst393,26,194.6,0.881
Standard,Inst393,27,169.8,0.897
Standard,Inst393,28,187.9,0.87
Standard,Inst393,29,199,0.949
Standard,Inst393,30,166.8,0.886
Standard,Inst394,1,143.1,0.88
Standard,Inst394,2,176.5,0.926
Standard,Inst394,3,165.9,0.907
Standard,Inst394,4,162.8,0.903
Standard,Inst394,5,148.3,0.916
Standard,Inst394,6,164.6,0.936
Standard,Inst394,7,103.8,0.93
Standard,Inst394,8,185.9,0.938
Standard,Inst394,9,153.1,0.927
Standard,Inst394,10,163.9,0.926
Standard,Inst394,11,163.2,0.918
Standard,Inst394,12,166.3,0.927
Standard,Inst394,13,142.3,0.918
Standard,Inst394,14,185.8,0.924
Standard,Inst394,15,147.1,0.935
Standard,Inst394,16,196.1,0.898
Standard,Inst394,17,189.4,0.895
Standard,Inst394,18,170,0.942
Standard,Inst394,19,213.6,0.919
Standard,Inst394,20,162.8,0.952
Standard,Inst394,21,174.1,0.943
Standard,Inst394,22,172.7,0.918
Standard,Inst394,23,147.7,0.933
Standard,Inst394,24,154.4,0.916
Standard,Inst394,25,168.1,0.963
Standard,Inst394,26,166.1,0.913
Standard,Inst394,27,152.4,0.913
Standard,Inst394,28,149.7,0.919
Standard,Inst394,29,196.8,0.923
Standard,Inst394,30,150.5,0.895
Standard,Inst395,1,213.2,0.879
Standard,Inst395,2,235.1,0.882
Standard,Inst395,3,192.8,0.876
Standard,Inst395,4,223,0.887
Standard,Inst395,5,182,0.914
Standard,Inst395,6,205.7,0.889
Standard,Inst395,7,225.7,0.88
Standard,Inst395,8,203.5,0.889
Standard,Inst395,9,169.3,0.869
Standard,Inst395,10,169.4,0.868
Standard,Inst395,11,185.1,0.864
Standard,Inst395,12,154.4,0.889
Standard,Inst395,13,197.7,0.889
Standard,Inst395,14,198.9,0.901
Standard,Inst395,15,208.3,0.897
Standard,Inst395,16,175.5,0.906
Standard,Inst395,17,189.2,0.876
Standard,Inst395,18,165.9,0.868
Standard,Inst395,19,204.6,0.91
Standard,Inst395,20,201.3,0.876
Standard,Inst395,21,198.4,0.862
Standard,Inst395,22,230.2,0.892
Standard,Inst395,23,210.7,0.876
Standard,Inst395,24,165.7,0.88
Standard,Inst395,25,207.5,0.872
Standard,Inst395,26,170.3,0.885
Standard,Inst395,27,186.4,0.891
Standard,Inst395,28,212.2,0.86
Standard,Inst395,29,214.3,0.892
Standard,Inst395,30,215.6,0.873
Standard,Inst396,1,179.3,0.89
Standard,Inst396,2,164.5,0.918
Standard,Inst396,3,204.2,0.917
Standard,Inst396,4,178.3,0.905
Standard,Inst396,5,146,0.868
Standard,Inst396,6,181.5,0.913
Standard,Inst396,7,184,0.891
Standard,Inst396,8,187,0.927
Standard,Inst396,9,211.1,0.942
Standard,Inst396,10,184.5,0.917
Standard,Inst396,11,173.5,0.914
Standard,Inst396,12,196.8,0.888
Standard,Inst396,13,191.1,0.885
Standard,Inst396,14,199.3,0.898
Standard,Inst396,15,202.8,0.912
Standard,Inst396,16,194.7,0.892
Standard,Inst396,17,213.9,0.923
Standard,Inst396,18,183.5,0.913
Standard,Inst396,19,167,0.915
Standard,Inst396,20,146.7,0.896
Standard,Inst396,21,189.2,0.917
Standard,Inst396,22,206.7,0.887
Standard,Inst396,23,190,0.881
Standard,Inst396,24,201.4,0.92
Standard,Inst396,25,172.1,0.919
Standard,Inst396,26,201.2,0.896
Standard,Inst396,27,202.7,0.913
Standard,Inst396,28,131.9,0.919
Standard,Inst396,29,181.5,0.886
Standard,Inst396,30,186.5,0.943
Standard,Inst397,1,161.9,0.878
Standard,Inst397,2,195.4,0.862
Standard,Inst397,3,188.8,0.888
Standard,Inst397,4,136.3,0.89
Standard,Inst397,5,198.2,0.869
Standard,Inst397,6,175.4,0.883
Standard,Inst397,7,186.6,0.883
Standard,Inst397,8,202.7,0.884
Standard,Inst397,9,209.7,0.92
Standard,Inst397,10,179.9,0.866
Standard,Inst397,11,163,0.9
Standard,Inst397,12,179.3,0.829
Standard,Inst397,13,134.7,0.911
Standard,Inst397,14,193.4,0.891
Standard,Inst397,15,185.2,0.908
Standard,Inst397,16,180.9,0.884
Standard,Inst397,17,176.4,0.881
Standard,Inst397,18,149.7,0.894
Standard,Inst397,19,155.5,0.908
Standard,Inst397,20,159,0.874
Standard,Inst397,21,176.4,0.868
Standard,Inst397,22,206.8,0.934
Standard,Inst397,23,176.7,0.868
Standard,Inst397,24,192.2,0.866
Standard,Inst397,25,199,0.889
Standard,Inst397,26,194.6,0.887
Standard,Inst397,27,180.6,0.922
Standard,Inst397,28,188.4,0.871
Standard,Inst397,29,178.9,0.916
Standard,Inst397,30,154.9,0.908
Standard,Inst398,1,191.4,0.935
Standard,Inst398,2,181.9,0.9
Standard,Inst398,3,181.6,0.905
Standard,Inst398,4,161.6,0.939
Standard,Inst398,5,209.6,0.912
Standard,Inst398,6,232,0.893
Standard,Inst398,7,207.6,0.89
Standard,Inst398,8,235.3,0.904
Standard,Inst398,9,193.6,0.899
Standard,Inst398,10,212.3,0.885
Standard,Inst398,11,231.2,0.907
Standard,Inst398,12,206.4,0.901
Standard,Inst398,13,197.7,0.928
Standard,Inst398,14,209.2,0.939
Standard,Inst398,15,186.9,0.902
Standard,Inst398,16,230.8,0.915
Standard,Inst398,17,186.4,0.906
Standard,Inst398,18,216.5,0.9
Standard,Inst398,19,214.7,0.913
Standard,Inst398,20,179.9,0.876
Standard,Inst398,21,199.1,0.897
Standard,Inst398,22,221.2,0.895
Standard,Inst398,23,238.8,0.898
Standard,Inst398,24,226,0.907
Standard,Inst398,25,228.9,0.906
Standard,Inst398,26,237.1,0.918
Standard,Inst398,27,209.4,0.922
Standard,Inst398,28,229.9,0.89
Standard,Inst398,29,238.1,0.859
Standard,Inst398,30,185,0.918
Standard,Inst399,1,178.4,0.976
Standard,Inst399,2,192.4,0.937
Standard,Inst399,3,192,0.908
Standard,Inst399,4,185,0.947
Standard,Inst399,5,226.2,0.914
Standard,Inst399,6,155.1,0.961
Standard,Inst399,7,195.5,0.971
Standard,Inst399,8,194.9,0.929
Standard,Inst399,9,194.1,0.952
Standard,Inst399,10,194.3,0.949
Standard,Inst399,11,194.6,0.92
Standard,Inst399,12,214.4,0.961
Standard,Inst399,13,208.2,0.886
Standard,Inst399,14,200.4,0.954
Standard,Inst399,15,199.5,0.942
Standard,Inst399,16,192.5,0.955
Standard,Inst399,17,202.9,0.921
Standard,Inst399,18,195.4,0.906
Standard,Inst399,19,180,0.961
Standard,Inst399,20,161.8,0.916
Standard,Inst399,21,214.6,0.915
Standard,Inst399,22,202.4,0.93
Standard,Inst399,23,186.9,0.923
Standard,Inst399,24,169.2,0.951
Standard,Inst399,25,192.5,0.966
Standard,Inst399,26,157.4,0.929
Standard,Inst399,27,210.9,0.944
Standard,Inst399,28,155.4,0.928
Standard,Inst399,29,226.6,0.976
Standard,Inst399,30,180.1,0.958
Standard,Inst400,1,193.8,0.903
Standard,Inst400,2,176,0.903
Standard,Inst400,3,212.3,0.906
Standard,Inst400,4,188.1,0.913
Standard,Inst400,5,206.9,0.924
Standard,Inst400,6,199.7,0.895
Standard,Inst400,7,187,0.88
Standard,Inst400,8,160.2,0.88
Standard,Inst400,9,197.3,0.932
Standard,Inst400,10,179.8,0.894
Standard,Inst400,11,168.4,0.896
Standard,Inst400,12,181.6,0.879
Standard,Inst400,13,161.2,0.916
Standard,Inst400,14,167.7,0.898
Standard,Inst400,15,188.3,0.918
Standard,Inst400,16,200.7,0.919
Standard,Inst400,17,147.1,0.905
Standard,Inst400,18,203.5,0.92
Standard,Inst400,19,212.4,0.898
Standard,Inst400,20,169.2,0.897
Standard,Inst400,21,157.6,0.898
Standard,Inst400,22,181.9,0.921
Standard,Inst400,23,183.2,0.926
Standard,Inst400,24,211.2,0.888
Standard,Inst400,25,196.9,0.913
Standard,Inst400,26,166.8,0.903
Standard,Inst400,27,214.8,0.886
Standard,Inst400,28,182.7,0.917
Standard,Inst400,29,182.5,0.895
Standard,Inst400,30,139.8,0.891
Standard,Inst401,1,183.2,0.879
Standard,Inst401,2,163.3,0.917
Standard,Inst401,3,140.5,0.854
Standard,Inst401,4,138.2,0.891
Standard,Inst401,5,134.4,0.885
Standard,Inst401,6,144.5,0.904
Standard,Inst401,7,183.8,0.918
Standard,Inst401,8,140.4,0.922
Standard,Inst401,9,162.1,0.928
Standard,Inst401,10,140.6,0.914
Standard,Inst401,11,192.1,0.919
Standard,Inst401,12,155.4,0.92
Standard,Inst401,13,163.2,0.947
Standard,Inst401,14,130,0.912
Standard,Inst401,15,131.4,0.922
Standard,Inst401,16,172.1,0.927
Standard,Inst401,17,121.2,0.941
Standard,Inst401,18,118.6,0.927
Standard,Inst401,19,186,0.932
Standard,Inst401,20,124.8,0.922
Standard,Inst401,21,153.4,0.97
Standard,Inst401,22,167.4,0.924
Standard,Inst401,23,129.6,0.911
Standard,Inst401,24,139.1,0.921
Standard,Inst401,25,131,0.904
Standard,Inst401,26,161.1,0.914
Standard,Inst401,27,168,0.928
Standard,Inst401,28,168.9,0.934
Standard,Inst401,29,131.4,0.904
Standard,Inst401,30,115.9,0.925
Standard,Inst402,1,166,0.908
Standard,Inst402,2,154.4,0.888
Standard,Inst402,3,181,0.907
Standard,Inst402,4,128.4,0.931
Standard,Inst402,5,150.2,0.872
Standard,Inst402,6,152.5,0.918
Standard,Inst402,7,156.1,0.922
Standard,Inst402,8,157.7,0.907
Standard,Inst402,9,149.3,0.879
Standard,Inst402,10,148.1,0.923
Standard,Inst402,11,156.4,0.912
Standard,Inst402,12,154.1,0.925
Standard,Inst402,13,145.3,0.916
Standard,Inst402,14,171.7,0.896
Standard,Inst402,15,179.2,0.933
Standard,Inst402,16,163.8,0.925
Standard,Inst402,17,137.3,0.895
Standard,Inst402,18,161.3,0.929
Standard,Inst402,19,157.4,0.884
Standard,Inst402,20,146.3,0.923
Standard,Inst402,21,152,0.901
Standard,Inst402,22,131.7,0.918
Standard,Inst402,23,177.1,0.907
Standard,Inst402,24,140.8,0.919
Standard,Inst402,25,148.4,0.921
Standard,Inst402,26,154.6,0.917
Standard,Inst402,27,157.7,0.898
Standard,Inst402,28,166.3,0.879
Standard,Inst402,29,165,0.891
Standard,Inst402,30,163.1,0.889
Standard,Inst403,1,158.1,0.919
Standard,Inst403,2,200.8,0.893
Standard,Inst403,3,146.4,0.93
Standard,Inst403,4,174.9,0.916
Standard,Inst403,5,185.7,0.898
Standard,Inst403,6,203.7,0.901
Standard,Inst403,7,177.3,0.86
Standard,Inst403,8,176.8,0.893
Standard,Inst403,9,190.5,0.884
Standard,Inst403,10,195.3,0.884
Standard,Inst403,11,150,0.923
Standard,Inst403,12,177.6,0.923
Standard,Inst403,13,169.5,0.859
Standard,Inst403,14,144.4,0.861
Standard,Inst403,15,205,0.901
Standard,Inst403,16,146.1,0.869
Standard,Inst403,17,216.8,0.894
Standard,Inst403,18,178.6,0.915
Standard,Inst403,19,172.6,0.897
Standard,Inst403,20,144.5,0.883
Standard,Inst403,21,174.6,0.903
Standard,Inst403,22,170.7,0.882
Standard,Inst403,23,157.1,0.891
Standard,Inst403,24,190.3,0.91
Standard,Inst403,25,187.9,0.856
Standard,Inst403,26,177.1,0.876
Standard,Inst403,27,202.6,0.902
Standard,Inst403,28,163.6,0.833
Standard,Inst403,29,183.2,0.908
Standard,Inst403,30,179,0.923
Standard,Inst404,1,146.3,0.88
Standard,Inst404,2,156,0.899
Standard,Inst404,3,141.7,0.918
Standard,Inst404,4,132.2,0.881
Standard,Inst404,5,159.2,0.905
Standard,Inst404,6,138.9,0.882
Standard,Inst404,7,157.9,0.891
Standard,Inst404,8,164.9,0.888
Standard,Inst404,9,148.2,0.88
Standard,Inst404,10,181.1,0.885
Standard,Inst404,11,148.4,0.932
Standard,Inst404,12,171,0.914
Standard,Inst404,13,106.4,0.89
Standard,Inst404,14,159.5,0.891
Standard,Inst404,15,159.6,0.897
Standard,Inst404,16,145.8,0.879
Standard,Inst404,17,136.9,0.872
Standard,Inst404,18,112.3,0.89
Standard,Inst404,19,132,0.899
Standard,Inst404,20,140.3,0.857
Standard,Inst404,21,121.4,0.915
Standard,Inst404,22,152.4,0.908
Standard,Inst404,23,130.7,0.921
Standard,Inst404,24,143.6,0.858
Standard,Inst404,25,145.5,0.893
Standard,Inst404,26,178.8,0.888
Standard,Inst404,27,168.7,0.899
Standard,Inst404,28,166.9,0.92
Standard,Inst404,29,141.7,0.884
Standard,Inst404,30,165.6,0.865
Standard,Inst405,1,203.9,0.894
Standard,Inst405,2,165.7,0.902
Standard,Inst405,3,141.6,0.897
Standard,Inst405,4,159.1,0.934
Standard,Inst405,5,200.7,0.92
Standard,Inst405,6,174.6,0.891
Standard,Inst405,7,194,0.877
Standard,Inst405,8,127.2,0.899
Standard,Inst405,9,164.5,0.856
Standard,Inst405,10,188.7,0.883
Standard,Inst405,11,172.2,0.873
Standard,Inst405,12,201.1,0.888
Standard,Inst405,13,168.4,0.899
Standard,Inst405,14,196.7,0.899
Standard,Inst405,15,212,0.889
Standard,Inst405,16,172.2,0.884
Standard,Inst405,17,189.8,0.906
Standard,Inst405,18,203,0.92
Standard,Inst405,19,212.1,0.886
Standard,Inst405,20,146.2,0.87
Standard,Inst405,21,187.4,0.886
Standard,Inst405,22,191.7,0.882
Standard,Inst405,23,182,0.906
Standard,Inst405,24,203.6,0.906
Standard,Inst405,25,159,0.89
Standard,Inst405,26,183.6,0.851
Standard,Inst405,27,189,0.893
Standard,Inst405,28,197.6,0.925
Standard,Inst405,29,207.8,0.898
Standard,Inst405,30,200.7,0.896
Standard,Inst406,1,169.3,0.916
Standard,Inst406,2,148.2,0.932
Standard,Inst406,3,150.9,0.922
Standard,Inst406,4,126.9,0.966
Standard,Inst406,5,107.7,0.907
Standard,Inst406,6,131,0.941
Standard,Inst406,7,154.6,0.976
Standard,Inst406,8,143,0.953
Standard,Inst406,9,135.7,0.936
Standard,Inst406,10,123.2,0.926
Standard,Inst406,11,158.8,0.93
Standard,Inst406,12,148.4,0.949
Standard,Inst406,13,137.9,0.898
Standard,Inst406,14,132.4,0.919
Standard,Inst406,15,154.7,0.946
Standard,Inst406,16,168.5,0.954
Standard,Inst406,17,203,0.934
Standard,Inst406,18,142.6,0.959
Standard,Inst406,19,131.4,0.94
Standard,Inst406,20,174,0.9
Standard,Inst406,21,158.3,0.96
Standard,Inst406,22,147.1,0.937
Standard,Inst406,23,124.9,0.967
Standard,Inst406,24,141.8,0.927
Standard,Inst406,25,149.5,0.945
Standard,Inst406,26,157.9,0.937
Standard,Inst406,27,156.8,0.921
Standard,Inst406,28,131.3,0.93
Standard,Inst406,29,169.6,0.906
Standard,Inst406,30,141.3,0.928
Standard,Inst407,1,177.4,0.856
Standard,Inst407,2,204.1,0.89
Standard,Inst407,3,141.9,0.877
Standard,Inst407,4,170.6,0.933
Standard,Inst407,5,201.3,0.849
